dataset_id,subject_id,session_id,condition_label,task_label,out_group,in_group,out_dim,in_dim,n_timepoints,block_trace_mean,block_frobenius_mean,block_anisotropy_mean,c_sym_mean,c_rot_mean
ds003478:sub-007:rest_Rest_run-02,sub-007,,rest,Rest,d,d,3,3,36,0.05766214601074656,0.17965801060199738,52.81878786616855,,
ds003478:sub-007:rest_Rest_run-02,sub-007,,rest,Rest,d,e,3,3,36,,0.14698129892349243,,0.1212246651864714,0.12954467348754406
ds003478:sub-007:rest_Rest_run-02,sub-007,,rest,Rest,e,m,3,3,36,,0.19915686547756195,,0.11961889432536231,0.11740734510951573
ds003478:sub-007:rest_Rest_run-02,sub-007,,rest,Rest,e,d,3,3,36,,0.19815650582313538,,0.1212246651864714,0.12954467348754406
ds003478:sub-007:rest_Rest_run-02,sub-007,,rest,Rest,e,e,3,3,36,0.027378148295813136,0.13794833421707153,,,
ds003478:sub-007:rest_Rest_run-01,sub-007,,rest,Rest,m,m,3,3,121,-0.09611155002662712,0.34940671920776367,394.11108112729283,,
ds003478:sub-007:rest_Rest_run-01,sub-007,,rest,Rest,m,d,3,3,121,,0.18861503899097443,,0.23693646743031574,0.24433175431302756
ds003478:sub-007:rest_Rest_run-01,sub-007,,rest,Rest,m,e,3,3,121,,0.10865508764982224,,0.19273167275939107,0.19821157226385164
ds003478:sub-007:rest_Rest_run-01,sub-007,,rest,Rest,d,m,3,3,121,,0.43454310297966003,,0.23693646743031574,0.24433175431302756
ds003478:sub-007:rest_Rest_run-01,sub-007,,rest,Rest,d,d,3,3,121,0.10951303073382082,0.2034384161233902,21.551301524658832,,
ds003478:sub-007:rest_Rest_run-01,sub-007,,rest,Rest,d,e,3,3,121,,0.14544689655303955,,0.12017061105690711,0.13040231947194447
ds003478:sub-007:rest_Rest_run-01,sub-007,,rest,Rest,e,m,3,3,121,,0.3675227165222168,,0.19273167275939107,0.19821157226385164
ds003478:sub-007:rest_Rest_run-01,sub-007,,rest,Rest,e,d,3,3,121,,0.19501419365406036,,0.12017061105690711,0.13040231947194447
ds003478:sub-007:rest_Rest_run-01,sub-007,,rest,Rest,e,e,3,3,121,0.00571574947473493,0.10894044488668442,,,
ds003478:sub-008:rest_Rest_run-02,sub-008,,rest,Rest,m,m,3,3,37,-0.05574038236502658,0.3056723177433014,135.1361562368032,,
ds003478:sub-008:rest_Rest_run-02,sub-008,,rest,Rest,m,d,3,3,37,,0.13099627196788788,,0.15455564051061063,0.1566200157677805
ds003478:sub-008:rest_Rest_run-02,sub-008,,rest,Rest,m,e,3,3,37,,0.16236431896686554,,0.15367200024224617,0.18288078320187492
ds003478:sub-008:rest_Rest_run-02,sub-008,,rest,Rest,d,m,3,3,37,,0.27833452820777893,,0.15455564051061063,0.1566200157677805
ds003478:sub-008:rest_Rest_run-02,sub-008,,rest,Rest,d,d,3,3,37,0.05141652682544412,0.20634467899799347,48.84122157741238,,
ds003478:sub-008:rest_Rest_run-02,sub-008,,rest,Rest,d,e,3,3,37,,0.29242485761642456,,0.15968196657863823,0.1536676539359866
ds003478:sub-008:rest_Rest_run-02,sub-008,,rest,Rest,e,m,3,3,37,,0.29317566752433777,,0.15367200024224617,0.18288078320187492
ds003478:sub-008:rest_Rest_run-02,sub-008,,rest,Rest,e,d,3,3,37,,0.11001205444335938,,0.15968196657863823,0.1536676539359866
ds003478:sub-008:rest_Rest_run-02,sub-008,,rest,Rest,e,e,3,3,37,0.0272463386928713,0.19839248061180115,123.79375852120889,,
ds003478:sub-011:rest_Rest_run-02,sub-011,,rest,Rest,m,m,3,3,39,0.023617135599637643,0.11766939610242844,44.80214936916645,,
ds003478:sub-011:rest_Rest_run-02,sub-011,,rest,Rest,m,d,3,3,39,,0.08452955633401871,,0.10708468283216159,0.09885843174579816
ds003478:sub-011:rest_Rest_run-02,sub-011,,rest,Rest,m,e,3,3,39,,0.10551296174526215,,0.07194162451494963,0.07902640066085717
ds003478:sub-011:rest_Rest_run-02,sub-011,,rest,Rest,d,m,3,3,39,,0.18609461188316345,,0.10708468283216159,0.09885843174579816
ds003478:sub-011:rest_Rest_run-02,sub-011,,rest,Rest,d,d,3,3,39,0.027382900532430563,0.18016214668750763,723.1584054262211,,
ds003478:sub-011:rest_Rest_run-02,sub-011,,rest,Rest,d,e,3,3,39,,0.17764395475387573,,0.11446875763627198,0.1278077418414446
